Article_number;Stock;Stock_BE;ETA;ETA_Confirmed;Status;Classe_comm;last_update
93/06800/00;0;0;;;;Neutral;19.07.2026
93/06801/00;0;0;;;;Competitive;19.07.2026
93/07120/00;0;0;;;;Neutral;19.07.2026
93/07121/00;0;0;;;;Neutral;19.07.2026
93/12561/00;0;0;;;;Neutral;19.07.2026
93/12719/60;0;91;;;;Neutral;19.07.2026
93/13493/00;0;3;;;;Neutral;19.07.2026
93/13494/04;0;3;;;;Neutral;19.07.2026
93/13494/11;0;8;;;;Neutral;19.07.2026
93/13494/18;0;11;;;;Neutral;19.07.2026
93/13494/29;0;20;;;;Neutral;19.07.2026
93/13494/44;0;0;15/09/2026;;;Neutral;19.07.2026
93/13958/00;0;22;;;;Neutral;19.07.2026
93/18602/31;1;0;;;Dropped out;;19.07.2026
93/18650/00;0;4;15/09/2026;;;Neutral;19.07.2026
93/18650/01;0;7;;;;Neutral;19.07.2026
93/18652/30;0;0;;;Liquidation;Neutral;19.07.2026
93/18652/31;2;5;;;;Neutral;19.07.2026
93/18655/00;0;0;;;Liquidation;Neutral;19.07.2026
93/19791/00;0;0;;21/08/2026;;Neutral;19.07.2026
93/19792/00;0;31;;;;Neutral;19.07.2026
93/23100/00;0;5;;;;Neutral;19.07.2026
93/23463/30;0;7;;;;Neutral;19.07.2026
93/23463/36;0;12;;;;Neutral;19.07.2026
93/23650/12;0;1;;;Liquidation;Neutral;19.07.2026
93/24105/00;0;2;;;;Neutral;19.07.2026
93/24105/36;0;4;;;;Vibes;19.07.2026
93/24205/30;0;10;;;;Neutral;19.07.2026
93/24400/15;0;21;;;;Neutral;19.07.2026
93/24400/30;0;17;;;;Neutral;19.07.2026
93/24401/21;0;24;;;;Neutral;19.07.2026
93/24401/35;0;29;;;;Neutral;19.07.2026
93/24402/30;0;0;15/09/2026;;;Neutral;19.07.2026
93/24405/34;0;12;;;;Neutral;19.07.2026
93/24406/07;0;21;;;;Premium;19.07.2026
93/24406/37;0;10;;;;Premium;19.07.2026
93/24406/86;0;13;;;;Premium;19.07.2026
93/24407/07;0;2;;;;Neutral;19.07.2026
93/24407/43;0;18;;;;Neutral;19.07.2026
93/25115/19;0;12;;;;Neutral;19.07.2026
93/25415/21;0;0;;;Liquidation;Neutral;19.07.2026
93/27500/00;0;0;;;Liquidation;Neutral;19.07.2026
93/27888/00;0;37;;;;Neutral;19.07.2026
93/27891/00;0;27;;;;Neutral;19.07.2026
93/28107/22;0;0;;;Liquidation;Neutral;19.07.2026
93/28107/30;0;91;;;;Neutral;19.07.2026
93/28116/08;0;12;;;;Neutral;19.07.2026
93/28116/11;0;35;;;;Neutral;19.07.2026
93/28116/15;0;30;;;;Neutral;19.07.2026
93/28116/30;0;0;;;;Neutral;19.07.2026
93/28117/08;0;33;;;;Neutral;19.07.2026
93/28117/15;0;2;;;;Neutral;19.07.2026
93/28117/22;0;2;;;;Neutral;19.07.2026
93/28117/30;0;11;;;;Neutral;19.07.2026
93/28850/00;0;4;;03/08/2026;;Neutral;19.07.2026
93/28857/00;0;10;;;;Neutral;19.07.2026
93/28906/08;0;0;;;;Neutral;19.07.2026
93/28906/11;0;8;;;;Neutral;19.07.2026
93/28906/15;0;8;;;;Neutral;19.07.2026
93/28907/22;1;0;;;Liquidation;Neutral;19.07.2026
93/28907/30;0;0;;;Liquidation;Neutral;19.07.2026
93/35911/08;0;3;;;;Neutral;19.07.2026
93/36419/15;0;0;;;Liquidation;Neutral;19.07.2026
93/36712/30;0;0;30/07/2026;;;Neutral;19.07.2026
93/36712/31;0;5;30/07/2026;;;Neutral;19.07.2026
93/36712/32;0;0;;;;Neutral;19.07.2026
93/36712/33;0;0;;;;Neutral;19.07.2026
93/41412/40;0;4;13/11/2026;;;Neutral;19.07.2026
93/41412/60;0;5;13/11/2026;;;Neutral;19.07.2026
93/41412/80;0;4;15/09/2026;;;Neutral;19.07.2026
93/43404/28;0;0;;;;Neutral;19.07.2026
93/44799/81;0;3;;;;Neutral;19.07.2026
93/45401/00;0;9;;;;Neutral;19.07.2026
93/45455/50;0;0;;;;Neutral;19.07.2026
93/46100/20;0;6;;;;Neutral;19.07.2026
93/46100/32;0;29;;;;Neutral;19.07.2026
93/46100/42;0;10;;;;Neutral;19.07.2026
93/46100/80;0;8;;;;Neutral;19.07.2026
93/46103/20;0;5;;;;Neutral;19.07.2026
93/46201/08;0;3;;;;Neutral;19.07.2026
93/46402/60;0;8;;;;Neutral;19.07.2026
93/46402/80;0;0;30/09/2026;;;Neutral;19.07.2026
93/46403/30;0;14;;;;Neutral;19.07.2026
93/46403/40;0;15;;;;Neutral;19.07.2026
93/46403/50;0;13;;;;Neutral;19.07.2026
93/46619/00;0;3;;;;Neutral;19.07.2026
93/48450/32;0;4;;;;Neutral;19.07.2026
93/48450/48;0;60;;;;Neutral;19.07.2026
93/48750/30;0;2;;;;Neutral;19.07.2026
93/52100/54;0;0;;;;Neutral;19.07.2026
93/52400/59;0;12;;;;Neutral;19.07.2026
93/52400/74;0;1;;;;Neutral;19.07.2026
93/52700/28;0;8;;;;Neutral;19.07.2026
93/52701/30;0;0;;;;Competitive;19.07.2026
93/61013/00;0;303;;;;Neutral;19.07.2026
93/68400/00;0;0;;;;Neutral;19.07.2026
93/70434/16;0;81;;;;Neutral;19.07.2026
93/70434/28;0;83;;;;Neutral;19.07.2026
93/71102/00;0;5;;;;Neutral;19.07.2026
93/71590/31;0;5;;;;Neutral;19.07.2026
93/71593/30;0;18;;;;Neutral;19.07.2026
93/74403/04;0;11;;;;Neutral;19.07.2026
93/74403/06;0;6;;;;Neutral;19.07.2026
93/79100/32;2;0;;;Dropped out;;19.07.2026
93/79155/22;2;0;;;Dropped out;;19.07.2026
93/79177/06;0;22;;;;Competitive;19.07.2026
93/79177/12;0;1;31/10/2026;;;Competitive;19.07.2026
93/79185/12;0;75;;;;Competitive;19.07.2026
93/79185/18;0;132;;;;Competitive;19.07.2026
93/79185/24;0;74;;;;Competitive;19.07.2026
93/79185/36;0;20;;;;Competitive;19.07.2026
93/79185/60;0;2;15/11/2026;;;Competitive;19.07.2026
93/79185/80;0;5;;;;Competitive;19.07.2026
93/79200/00;0;15;;;;Competitive;19.07.2026
93/79200/03;0;5;;;;Competitive;19.07.2026
93/79200/10;0;17;;;;Competitive;19.07.2026
94/00430/00;0;0;30/09/2026;;;Neutral;19.07.2026
94/22552/30;0;170;;;;Competitive;19.07.2026
94/22552/31;0;77;;;;Competitive;19.07.2026
94/2312032;1;0;;;Dropped out;;19.07.2026
94/23120325;0;137;;;;Neutral;19.07.2026
94/24406/02;0;0;;;;Neutral;19.07.2026
94/24407/00;0;29;;;;Neutral;19.07.2026
94/49040/10;0;13;;;;Neutral;19.07.2026
94/49040/20;0;0;;;;Neutral;19.07.2026
94/52502/60;0;473;;;;Competitive;19.07.2026
94/68400/00;0;17;;;;Neutral;19.07.2026
94/70434/15;0;96;;;;Neutral;19.07.2026
94/74420/00;0;7;;;;Premium;19.07.2026
94/79100221;0;45;;;;Neutral;19.07.2026
94/79100225;0;89;;;;Neutral;19.07.2026
94/79100281;2;247;;;;Neutral;19.07.2026
94/79100282;5;0;;;Dropped out;;19.07.2026
94/79100283;6;46;;;;Neutral;19.07.2026
94/79100285;0;196;;;;Neutral;19.07.2026
94/79100321;0;0;;;Liquidation;Neutral;19.07.2026
94/79100325;0;143;;;Liquidation;Neutral;19.07.2026
94/7915212;3;0;;;Dropped out;;19.07.2026
94/79152123;0;258;;;;Neutral;19.07.2026
